C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_13_20_618_cewkaC_80_Right.jpg,7,30,134,145
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_13_29_211_cewkaC_80_Right.jpg,67,0,174,120
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_13_32_530_cewkaC_80_Right.jpg,130,0,250,123
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_13_34_915_cewkaC_80_Right.jpg,180,0,318,114
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_13_37_319_cewkaC_80_Right.jpg,249,2,376,118
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_13_40_345_cewkaC_80_Right.jpg,339,6,445,144
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_13_42_750_cewkaC_80_Right.jpg,375,17,516,162
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_13_44_616_cewkaC_80_Right.jpg,455,19,570,152
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_13_46_482_cewkaC_80_Right.jpg,517,30,638,163
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_13_50_348_cewkaC_80_Right.jpg,492,114,628,216
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_13_52_368_cewkaC_80_Right.jpg,474,171,620,290
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_13_54_272_cewkaC_80_Right.jpg,498,218,623,337
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_13_55_996_cewkaC_80_Right.jpg,491,313,631,426
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_13_58_128_cewkaC_80_Right.jpg,479,387,608,500
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_13_59_830_cewkaC_80_Right.jpg,471,430,620,543
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_14_06_415_cewkaC_80_Right.jpg,355,396,486,537
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_14_31_318_cewkaC_80_Right.jpg,350,411,492,550
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_14_40_512_cewkaC_80_Right.jpg,195,400,326,524
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_14_43_146_cewkaC_80_Right.jpg,160,389,295,522
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_14_45_818_cewkaC_80_Right.jpg,27,384,159,501
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_14_48_996_cewkaC_80_Right.jpg,25,314,159,421
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_14_50_886_cewkaC_80_Right.jpg,28,248,160,365
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_14_52_848_cewkaC_80_Right.jpg,37,196,169,304
C:/AlliedRecording/cewka/cewkaC_80/Right/2022_04_27_17_14_54_785_cewkaC_80_Right.jpg,53,113,184,224
