C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_02_36_434_2xusb_80_Left.jpg,344,312,431,377
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_02_41_942_2xusb_80_Left.jpg,341,311,427,378
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_02_45_768_2xusb_80_Left.jpg,334,278,413,354
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_02_49_405_2xusb_80_Left.jpg,357,283,432,348
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_02_53_676_2xusb_80_Left.jpg,362,290,433,370
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_02_59_352_2xusb_80_Left.jpg,317,260,385,340
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_03_03_249_2xusb_80_Left.jpg,293,264,387,357
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_03_07_416_2xusb_80_Left.jpg,291,269,386,355
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_03_14_825_2xusb_80_Left.jpg,307,275,395,373
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_03_18_754_2xusb_80_Left.jpg,310,284,402,369
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_03_23_488_2xusb_80_Left.jpg,306,273,406,362
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_03_27_439_2xusb_80_Left.jpg,302,274,405,375
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_03_39_294_2xusb_80_Left.jpg,205,119,271,210
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_03_43_613_2xusb_80_Left.jpg,186,123,260,207
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_03_47_298_2xusb_80_Left.jpg,166,114,247,197
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_03_50_840_2xusb_80_Left.jpg,164,112,228,203
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_03_54_083_2xusb_80_Left.jpg,132,108,214,197
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_03_57_566_2xusb_80_Left.jpg,158,107,242,205
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_04_01_828_2xusb_80_Left.jpg,142,117,229,220
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_04_06_511_2xusb_80_Left.jpg,165,137,264,242
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_04_14_645_2xusb_80_Left.jpg,159,138,245,221
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_04_24_039_2xusb_80_Left.jpg,162,110,261,209
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_04_28_819_2xusb_80_Left.jpg,167,112,263,218
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_04_32_718_2xusb_80_Left.jpg,180,127,262,225
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_04_35_621_2xusb_80_Left.jpg,180,123,271,226
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_04_44_488_2xusb_80_Left.jpg,682,136,751,230
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_04_48_752_2xusb_80_Left.jpg,694,157,768,253
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_04_52_557_2xusb_80_Left.jpg,695,168,777,265
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_04_55_963_2xusb_80_Left.jpg,694,176,775,268
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_04_59_586_2xusb_80_Left.jpg,671,175,775,274
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_05_06_387_2xusb_80_Left.jpg,678,180,761,262
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_05_12_837_2xusb_80_Left.jpg,678,163,748,257
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_05_18_722_2xusb_80_Left.jpg,652,128,693,266
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_05_32_349_2xusb_80_Left.jpg,674,159,771,268
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_05_37_621_2xusb_80_Left.jpg,664,135,756,241
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_05_45_799_2xusb_80_Left.jpg,602,479,687,569
C:/AlliedRecording/2xUSB/2xusb_80/Left/2022_04_27_15_05_51_206_2xusb_80_Left.jpg,580,477,664,573
