C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_01_10_831_usb_100_Left.jpg,434,309,492,359
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_01_15_403_usb_100_Left.jpg,400,305,449,357
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_01_19_136_usb_100_Left.jpg,375,297,441,355
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_01_31_337_usb_100_Left.jpg,155,98,219,148
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_01_35_434_usb_100_Left.jpg,132,94,179,150
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_01_44_221_usb_100_Left.jpg,122,91,178,142
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_01_58_470_usb_100_Left.jpg,149,88,195,143
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_02_02_680_usb_100_Left.jpg,170,91,235,144
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_02_07_825_usb_100_Left.jpg,226,99,289,148
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_02_11_167_usb_100_Left.jpg,267,98,310,151
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_02_14_345_usb_100_Left.jpg,292,98,353,150
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_02_51_684_usb_100_Left.jpg,383,94,432,149
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_02_56_385_usb_100_Left.jpg,410,92,473,154
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_03_01_773_usb_100_Left.jpg,467,103,528,159
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_03_07_671_usb_100_Left.jpg,508,113,550,166
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_03_13_641_usb_100_Left.jpg,525,120,587,172
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_03_18_732_usb_100_Left.jpg,579,119,640,173
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_03_23_152_usb_100_Left.jpg,620,122,659,177
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_03_26_533_usb_100_Left.jpg,640,118,701,179
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_03_34_952_usb_100_Left.jpg,700,74,763,124
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_03_50_789_usb_100_Left.jpg,717,76,770,113
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_03_58_448_usb_100_Left.jpg,714,92,771,148
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_01_363_usb_100_Left.jpg,715,147,772,204
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_04_389_usb_100_Left.jpg,716,194,773,229
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_06_959_usb_100_Left.jpg,726,214,777,274
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_09_825_usb_100_Left.jpg,709,259,765,325
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_12_269_usb_100_Left.jpg,706,308,768,339
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_14_635_usb_100_Left.jpg,703,322,763,387
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_17_306_usb_100_Left.jpg,701,375,753,435
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_19_657_usb_100_Left.jpg,704,407,763,443
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_21_870_usb_100_Left.jpg,697,430,755,488
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_25_016_usb_100_Left.jpg,689,480,744,542
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_27_734_usb_100_Left.jpg,679,516,743,556
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_31_834_usb_100_Left.jpg,679,504,720,560
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_34_827_usb_100_Left.jpg,634,503,691,555
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_37_304_usb_100_Left.jpg,567,500,626,556
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_41_414_usb_100_Left.jpg,550,502,586,554
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_45_521_usb_100_Left.jpg,497,493,558,552
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_48_661_usb_100_Left.jpg,423,487,484,547
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_54_278_usb_100_Left.jpg,401,491,440,539
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_04_57_451_usb_100_Left.jpg,363,488,422,535
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_05_00_356_usb_100_Left.jpg,296,479,356,530
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_05_03_777_usb_100_Left.jpg,279,484,308,526
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_05_06_703_usb_100_Left.jpg,233,476,294,530
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_05_10_372_usb_100_Left.jpg,178,474,238,534
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_05_16_814_usb_100_Left.jpg,158,475,198,530
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_05_32_242_usb_100_Left.jpg,117,468,178,527
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_05_59_998_usb_100_Left.jpg,125,417,184,463
C:/AlliedRecording/usb/usb_100/Left/2022_04_27_16_06_06_687_usb_100_Left.jpg,113,368,171,406
